Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_000002035.6	Primary Assembly	Un			KZ115981.1	Chromosome		NW_018394373.1	unplaced-scaffold	12102	chrUn_KZ115981v1		NA822
GCF_000002035.6	Primary Assembly	Un			KZ115982.1	Chromosome		NW_018394374.1	unplaced-scaffold	21678	chrUn_KZ115982v1		NA38
GCF_000002035.6	Primary Assembly	Un			KZ115983.1	Chromosome		NW_018394375.1	unplaced-scaffold	10690	chrUn_KZ115983v1		NA81
GCF_000002035.6	Primary Assembly	Un			KZ115984.1	Chromosome		NW_018394376.1	unplaced-scaffold	2298	chrUn_KZ115984v1		NA178
GCF_000002035.6	Primary Assembly	Un			KZ115985.1	Chromosome		NW_018394377.1	unplaced-scaffold	14091	chrUn_KZ115985v1		NA590
GCF_000002035.6	Primary Assembly	Un			KZ115986.1	Chromosome		NW_018394378.1	unplaced-scaffold	14146	chrUn_KZ115986v1		NA182
GCF_000002035.6	Primary Assembly	Un			KZ115987.1	Chromosome		NW_018394379.1	unplaced-scaffold	34728	chrUn_KZ115987v1		NA11
GCF_000002035.6	Primary Assembly	Un			KZ115988.1	Chromosome		NW_018394380.1	unplaced-scaffold	2311	chrUn_KZ115988v1		NA665
GCF_000002035.6	Primary Assembly	Un			KZ115989.1	Chromosome		NW_018394381.1	unplaced-scaffold	11382	chrUn_KZ115989v1		NA323
GCF_000002035.6	Primary Assembly	Un			KZ115990.1	Chromosome		NW_018394382.1	unplaced-scaffold	8014	chrUn_KZ115990v1		NA425
GCF_000002035.6	Primary Assembly	Un			KZ115991.1	Chromosome		NW_018394383.1	unplaced-scaffold	3745	chrUn_KZ115991v1		NA303
GCF_000002035.6	Primary Assembly	Un			KZ115992.1	Chromosome		NW_018394384.1	unplaced-scaffold	1250	chrUn_KZ115992v1		NA953
GCF_000002035.6	Primary Assembly	Un			KZ115993.1	Chromosome		NW_018394385.1	unplaced-scaffold	17707	chrUn_KZ115993v1		NA999
GCF_000002035.6	Primary Assembly	Un			KZ115994.1	Chromosome		NW_018394386.1	unplaced-scaffold	17825	chrUn_KZ115994v1		NA1004
GCF_000002035.6	Primary Assembly	Un			KZ115995.1	Chromosome		NW_018394387.1	unplaced-scaffold	5114	chrUn_KZ115995v1		NA423
GCF_000002035.6	Primary Assembly	Un			KZ115996.1	Chromosome		NW_018394388.1	unplaced-scaffold	5023	chrUn_KZ115996v1		NA154
GCF_000002035.6	Primary Assembly	Un			KZ115997.1	Chromosome		NW_018394389.1	unplaced-scaffold	3918	chrUn_KZ115997v1		NA886
GCF_000002035.6	Primary Assembly	Un			KZ115998.1	Chromosome		NW_018394390.1	unplaced-scaffold	9069	chrUn_KZ115998v1		NA733
GCF_000002035.6	Primary Assembly	Un			KZ115999.1	Chromosome		NW_018394391.1	unplaced-scaffold	8942	chrUn_KZ115999v1		NA793
GCF_000002035.6	Primary Assembly	Un			KZ116000.1	Chromosome		NW_018394392.1	unplaced-scaffold	15093	chrUn_KZ116000v1		NA810
GCF_000002035.6	Primary Assembly	Un			KZ116001.1	Chromosome		NW_018394393.1	unplaced-scaffold	13723	chrUn_KZ116001v1		NA658
GCF_000002035.6	Primary Assembly	Un			KZ116002.1	Chromosome		NW_018394394.1	unplaced-scaffold	9522	chrUn_KZ116002v1		NA102
GCF_000002035.6	Primary Assembly	Un			KZ116003.1	Chromosome		NW_018394395.1	unplaced-scaffold	15105	chrUn_KZ116003v1		NA340
GCF_000002035.6	Primary Assembly	Un			KZ116004.1	Chromosome		NW_018394396.1	unplaced-scaffold	19050	chrUn_KZ116004v1		NA112
GCF_000002035.6	Primary Assembly	Un			KZ116005.1	Chromosome		NW_018394397.1	unplaced-scaffold	1920	chrUn_KZ116005v1		NA515
GCF_000002035.6	Primary Assembly	Un			KZ116006.1	Chromosome		NW_018394398.1	unplaced-scaffold	13138	chrUn_KZ116006v1		NA860
GCF_000002035.6	Primary Assembly	Un			KZ116007.1	Chromosome		NW_018394399.1	unplaced-scaffold	11049	chrUn_KZ116007v1		NA160
GCF_000002035.6	Primary Assembly	Un			KZ116008.1	Chromosome		NW_018394400.1	unplaced-scaffold	17226	chrUn_KZ116008v1		NA1043
GCF_000002035.6	Primary Assembly	Un			KZ116009.1	Chromosome		NW_018394401.1	unplaced-scaffold	1395	chrUn_KZ116009v1		NA39
GCF_000002035.6	Primary Assembly	Un			KZ116010.1	Chromosome		NW_018394402.1	unplaced-scaffold	6942	chrUn_KZ116010v1		NA882
GCF_000002035.6	Primary Assembly	Un			KZ116011.1	Chromosome		NW_018394403.1	unplaced-scaffold	51615	chrUn_KZ116011v1		NA594
GCF_000002035.6	Primary Assembly	Un			KZ116012.1	Chromosome		NW_018394404.1	unplaced-scaffold	9499	chrUn_KZ116012v1		NA943
GCF_000002035.6	Primary Assembly	Un			KZ116013.1	Chromosome		NW_018394405.1	unplaced-scaffold	7022	chrUn_KZ116013v1		NA863
GCF_000002035.6	Primary Assembly	Un			KZ116014.1	Chromosome		NW_018394406.1	unplaced-scaffold	1536	chrUn_KZ116014v1		NA739
GCF_000002035.6	Primary Assembly	Un			KZ116015.1	Chromosome		NW_018394407.1	unplaced-scaffold	9998	chrUn_KZ116015v1		NA763
GCF_000002035.6	Primary Assembly	Un			KZ116016.1	Chromosome		NW_018394408.1	unplaced-scaffold	5168	chrUn_KZ116016v1		NA597
GCF_000002035.6	Primary Assembly	Un			KZ116017.1	Chromosome		NW_018394409.1	unplaced-scaffold	2865	chrUn_KZ116017v1		NA738
GCF_000002035.6	Primary Assembly	Un			KZ116018.1	Chromosome		NW_018394410.1	unplaced-scaffold	11006	chrUn_KZ116018v1		NA538
GCF_000002035.6	Primary Assembly	Un			KZ116019.1	Chromosome		NW_018394411.1	unplaced-scaffold	34606	chrUn_KZ116019v1		NA74
GCF_000002035.6	Primary Assembly	Un			KZ116020.1	Chromosome		NW_018394412.1	unplaced-scaffold	14934	chrUn_KZ116020v1		NA427
GCF_000002035.6	Primary Assembly	Un			KZ116021.1	Chromosome		NW_018394413.1	unplaced-scaffold	17216	chrUn_KZ116021v1		NA190
GCF_000002035.6	Primary Assembly	Un			KZ116022.1	Chromosome		NW_018394414.1	unplaced-scaffold	1919	chrUn_KZ116022v1		NA33
GCF_000002035.6	Primary Assembly	Un			KZ116023.1	Chromosome		NW_018394415.1	unplaced-scaffold	7875	chrUn_KZ116023v1		NA280
GCF_000002035.6	Primary Assembly	Un			KZ116024.1	Chromosome		NW_018394416.1	unplaced-scaffold	31767	chrUn_KZ116024v1		NA705
GCF_000002035.6	Primary Assembly	Un			KZ116025.1	Chromosome		NW_018394417.1	unplaced-scaffold	3864	chrUn_KZ116025v1		NA774
GCF_000002035.6	Primary Assembly	Un			KZ116026.1	Chromosome		NW_018394418.1	unplaced-scaffold	14318	chrUn_KZ116026v1		NA872
GCF_000002035.6	Primary Assembly	Un			KZ116027.1	Chromosome		NW_018394419.1	unplaced-scaffold	4074	chrUn_KZ116027v1		NA1042
GCF_000002035.6	Primary Assembly	Un			KZ116028.1	Chromosome		NW_018394420.1	unplaced-scaffold	3289	chrUn_KZ116028v1		NA660
GCF_000002035.6	Primary Assembly	Un			KZ116029.1	Chromosome		NW_018394421.1	unplaced-scaffold	32560	chrUn_KZ116029v1		NA866
GCF_000002035.6	Primary Assembly	Un			KZ116030.1	Chromosome		NW_018394422.1	unplaced-scaffold	3552	chrUn_KZ116030v1		NA378
GCF_000002035.6	Primary Assembly	Un			KZ116031.1	Chromosome		NW_018394423.1	unplaced-scaffold	19707	chrUn_KZ116031v1		NA462
GCF_000002035.6	Primary Assembly	Un			KZ116032.1	Chromosome		NW_018394424.1	unplaced-scaffold	5873	chrUn_KZ116032v1		NA195
GCF_000002035.6	Primary Assembly	Un			KZ116033.1	Chromosome		NW_018394425.1	unplaced-scaffold	27103	chrUn_KZ116033v1		NA496
GCF_000002035.6	Primary Assembly	Un			KZ116034.1	Chromosome		NW_018394426.1	unplaced-scaffold	33615	chrUn_KZ116034v1		NA514
GCF_000002035.6	Primary Assembly	Un			KZ116035.1	Chromosome		NW_018394427.1	unplaced-scaffold	1766	chrUn_KZ116035v1		NA862
GCF_000002035.6	Primary Assembly	Un			KZ116036.1	Chromosome		NW_018394428.1	unplaced-scaffold	1919	chrUn_KZ116036v1		NA259
GCF_000002035.6	Primary Assembly	Un			KZ116037.1	Chromosome		NW_018394429.1	unplaced-scaffold	13248	chrUn_KZ116037v1		NA175
GCF_000002035.6	Primary Assembly	Un			KZ116038.1	Chromosome		NW_018394430.1	unplaced-scaffold	1428	chrUn_KZ116038v1		NA877
GCF_000002035.6	Primary Assembly	Un			KZ116039.1	Chromosome		NW_018394431.1	unplaced-scaffold	12461	chrUn_KZ116039v1		NA773
GCF_000002035.6	Primary Assembly	Un			KZ116040.1	Chromosome		NW_018394432.1	unplaced-scaffold	3054	chrUn_KZ116040v1		NA234
GCF_000002035.6	Primary Assembly	Un			KZ116041.1	Chromosome		NW_018394433.1	unplaced-scaffold	12997	chrUn_KZ116041v1		NA994
GCF_000002035.6	Primary Assembly	Un			KZ116042.1	Chromosome		NW_018394434.1	unplaced-scaffold	13126	chrUn_KZ116042v1		NA545
GCF_000002035.6	Primary Assembly	Un			KZ116043.1	Chromosome		NW_018394435.1	unplaced-scaffold	19339	chrUn_KZ116043v1		NA609
GCF_000002035.6	Primary Assembly	Un			KZ116044.1	Chromosome		NW_018394436.1	unplaced-scaffold	37221	chrUn_KZ116044v1		NA177
GCF_000002035.6	Primary Assembly	Un			KZ116045.1	Chromosome		NW_018394437.1	unplaced-scaffold	2029	chrUn_KZ116045v1		NA325
GCF_000002035.6	Primary Assembly	Un			KZ116046.1	Chromosome		NW_018394438.1	unplaced-scaffold	5807	chrUn_KZ116046v1		NA399
GCF_000002035.6	Primary Assembly	Un			KZ116047.1	Chromosome		NW_018394439.1	unplaced-scaffold	14251	chrUn_KZ116047v1		NA369
GCF_000002035.6	Primary Assembly	Un			KZ116048.1	Chromosome		NW_018394440.1	unplaced-scaffold	1356	chrUn_KZ116048v1		NA363
GCF_000002035.6	Primary Assembly	Un			KZ116049.1	Chromosome		NW_018394441.1	unplaced-scaffold	8498	chrUn_KZ116049v1		NA535
GCF_000002035.6	Primary Assembly	Un			KZ116050.1	Chromosome		NW_018394442.1	unplaced-scaffold	6653	chrUn_KZ116050v1		NA15
GCF_000002035.6	Primary Assembly	Un			KZ116051.1	Chromosome		NW_018394443.1	unplaced-scaffold	2418	chrUn_KZ116051v1		NA242
GCF_000002035.6	Primary Assembly	Un			KZ116052.1	Chromosome		NW_018394444.1	unplaced-scaffold	2026	chrUn_KZ116052v1		NA662
GCF_000002035.6	Primary Assembly	Un			KZ116053.1	Chromosome		NW_018394445.1	unplaced-scaffold	16466	chrUn_KZ116053v1		NA659
GCF_000002035.6	Primary Assembly	Un			KZ116054.1	Chromosome		NW_018394446.1	unplaced-scaffold	14656	chrUn_KZ116054v1		NA31
GCF_000002035.6	Primary Assembly	Un			KZ116055.1	Chromosome		NW_018394447.1	unplaced-scaffold	7229	chrUn_KZ116055v1		NA787
GCF_000002035.6	Primary Assembly	Un			KZ116056.1	Chromosome		NW_018394448.1	unplaced-scaffold	10581	chrUn_KZ116056v1		NA962
GCF_000002035.6	Primary Assembly	Un			KZ116057.1	Chromosome		NW_018394449.1	unplaced-scaffold	4882	chrUn_KZ116057v1		NA768
GCF_000002035.6	Primary Assembly	Un			KZ116058.1	Chromosome		NW_018394450.1	unplaced-scaffold	4138	chrUn_KZ116058v1		NA511
GCF_000002035.6	Primary Assembly	Un			KZ116059.1	Chromosome		NW_018394451.1	unplaced-scaffold	34033	chrUn_KZ116059v1		NA314
GCF_000002035.6	Primary Assembly	Un			KZ116060.1	Chromosome		NW_018394452.1	unplaced-scaffold	7854	chrUn_KZ116060v1		NA669
GCF_000002035.6	Primary Assembly	Un			KZ116061.1	Chromosome		NW_018394453.1	unplaced-scaffold	1669	chrUn_KZ116061v1		NA922
GCF_000002035.6	Primary Assembly	Un			KZ116062.1	Chromosome		NW_018394454.1	unplaced-scaffold	6923	chrUn_KZ116062v1		NA824
GCF_000002035.6	Primary Assembly	Un			KZ116063.1	Chromosome		NW_018394455.1	unplaced-scaffold	2601	chrUn_KZ116063v1		NA758
GCF_000002035.6	Primary Assembly	Un			KZ116064.1	Chromosome		NW_018394456.1	unplaced-scaffold	153879	chrUn_KZ116064v1		CTG8005
GCF_000002035.6	Primary Assembly	Un			KZ116065.1	Chromosome		NW_018394457.1	unplaced-scaffold	37354	chrUn_KZ116065v1		CTG20005
GCF_000002035.6	Primary Assembly	Un			KZ116066.1	Chromosome		NW_018394458.1	unplaced-scaffold	161442	chrUn_KZ116066v1		CTG20006
GCF_000002035.6	Primary Assembly	Un			KZ116067.1	Chromosome		NW_018394459.1	unplaced-scaffold	159186	chrUn_KZ116067v1		CTG20007
GCF_000002035.6	ALT_DRER_TU_1	1			KZ114997.1	Chromosome		NW_018394460.1	alt-scaffold	304771	chr1_KZ114997v1_alt		ALT_CTG1_1_1
GCF_000002035.6	ALT_DRER_TU_1	1			KZ114998.1	Chromosome		NW_018394461.1	alt-scaffold	385560	chr1_KZ114998v1_alt		ALT_CTG1_1_2
GCF_000002035.6	ALT_DRER_TU_1	1			KZ114999.1	Chromosome		NW_018394462.1	alt-scaffold	349100	chr1_KZ114999v1_alt		ALT_CTG1_1_3
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115000.1	Chromosome		NW_018394463.1	alt-scaffold	266532	chr1_KZ115000v1_alt		ALT_CTG1_1_4
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115001.1	Chromosome		NW_018394464.1	alt-scaffold	286458	chr1_KZ115001v1_alt		ALT_CTG1_1_5
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115002.1	Chromosome		NW_018394465.1	alt-scaffold	306795	chr1_KZ115002v1_alt		ALT_CTG1_1_6
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115003.1	Chromosome		NW_018394466.1	alt-scaffold	196368	chr1_KZ115003v1_alt		ALT_CTG1_1_7
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115004.1	Chromosome		NW_018394467.1	alt-scaffold	349565	chr1_KZ115004v1_alt		ALT_CTG1_1_8
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115005.1	Chromosome		NW_018394468.1	alt-scaffold	295602	chr1_KZ115005v1_alt		ALT_CTG1_1_9
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115006.1	Chromosome		NW_018394469.1	alt-scaffold	372328	chr1_KZ115006v1_alt		ALT_CTG1_1_10
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115007.1	Chromosome		NW_018394470.1	alt-scaffold	411572	chr1_KZ115007v1_alt		ALT_CTG1_1_11
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115008.1	Chromosome		NW_018394471.1	alt-scaffold	273158	chr1_KZ115008v1_alt		ALT_CTG1_1_12
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115009.1	Chromosome		NW_018394472.1	alt-scaffold	296299	chr1_KZ115009v1_alt		ALT_CTG1_1_13
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115010.1	Chromosome		NW_018394473.1	alt-scaffold	438146	chr1_KZ115010v1_alt		ALT_CTG1_1_14
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115011.1	Chromosome		NW_018394474.1	alt-scaffold	355957	chr1_KZ115011v1_alt		ALT_CTG1_1_15
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115012.1	Chromosome		NW_018394475.1	alt-scaffold	408214	chr1_KZ115012v1_alt		ALT_CTG1_1_16
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115013.1	Chromosome		NW_018394476.1	alt-scaffold	372392	chr1_KZ115013v1_alt		ALT_CTG1_1_17
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115014.1	Chromosome		NW_018394477.1	alt-scaffold	302727	chr1_KZ115014v1_alt		ALT_CTG1_1_18
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115015.1	Chromosome		NW_018394478.1	alt-scaffold	294840	chr1_KZ115015v1_alt		ALT_CTG1_1_19
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115016.1	Chromosome		NW_018394479.1	alt-scaffold	339135	chr1_KZ115016v1_alt		ALT_CTG1_1_20
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115017.1	Chromosome		NW_018394480.1	alt-scaffold	209066	chr1_KZ115017v1_alt		ALT_CTG1_1_21
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115018.1	Chromosome		NW_018394481.1	alt-scaffold	358644	chr1_KZ115018v1_alt		ALT_CTG1_1_22
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115019.1	Chromosome		NW_018394482.1	alt-scaffold	350062	chr1_KZ115019v1_alt		ALT_CTG1_1_23
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115020.1	Chromosome		NW_018394483.1	alt-scaffold	592196	chr1_KZ115020v1_alt		ALT_CTG1_1_24
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115021.1	Chromosome		NW_018394484.1	alt-scaffold	460984	chr1_KZ115021v1_alt		ALT_CTG1_1_25
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115022.1	Chromosome		NW_018394485.1	alt-scaffold	343421	chr1_KZ115022v1_alt		ALT_CTG1_1_26
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115023.1	Chromosome		NW_018394486.1	alt-scaffold	334836	chr1_KZ115023v1_alt		ALT_CTG1_1_27
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115024.1	Chromosome		NW_018394487.1	alt-scaffold	305403	chr1_KZ115024v1_alt		ALT_CTG1_1_28
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115025.1	Chromosome		NW_018394488.1	alt-scaffold	231440	chr1_KZ115025v1_alt		ALT_CTG1_1_29
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115026.1	Chromosome		NW_018394489.1	alt-scaffold	192626	chr1_KZ115026v1_alt		ALT_CTG1_1_30
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115027.1	Chromosome		NW_018394490.1	alt-scaffold	349924	chr1_KZ115027v1_alt		ALT_CTG1_1_31
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115028.1	Chromosome		NW_018394491.1	alt-scaffold	439994	chr1_KZ115028v1_alt		ALT_CTG1_1_32
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115029.1	Chromosome		NW_018394492.1	alt-scaffold	291721	chr1_KZ115029v1_alt		ALT_CTG1_1_33
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115030.1	Chromosome		NW_018394493.1	alt-scaffold	499197	chr1_KZ115030v1_alt		ALT_CTG1_1_34
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115031.1	Chromosome		NW_018394494.1	alt-scaffold	386050	chr1_KZ115031v1_alt		ALT_CTG1_1_35
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115032.1	Chromosome		NW_018394495.1	alt-scaffold	276827	chr1_KZ115032v1_alt		ALT_CTG1_1_36
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115033.1	Chromosome		NW_018394496.1	alt-scaffold	230131	chr1_KZ115033v1_alt		ALT_CTG1_1_37
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115034.1	Chromosome		NW_018394497.1	alt-scaffold	410442	chr1_KZ115034v1_alt		ALT_CTG1_1_38
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115035.1	Chromosome		NW_018394498.1	alt-scaffold	194576	chr1_KZ115035v1_alt		ALT_CTG1_1_39
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115036.1	Chromosome		NW_018394499.1	alt-scaffold	197068	chr1_KZ115036v1_alt		ALT_CTG1_1_40
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115037.1	Chromosome		NW_018394500.1	alt-scaffold	248493	chr1_KZ115037v1_alt		ALT_CTG1_1_41
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115038.1	Chromosome		NW_018394501.1	alt-scaffold	249303	chr1_KZ115038v1_alt		ALT_CTG1_1_42
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115039.1	Chromosome		NW_018394502.1	alt-scaffold	240512	chr1_KZ115039v1_alt		ALT_CTG1_1_43
GCF_000002035.6	ALT_DRER_TU_1	1			KZ115040.1	Chromosome		NW_018394503.1	alt-scaffold	146921	chr1_KZ115040v1_alt		ALT_CTG1_1_44
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115041.1	Chromosome		NW_018394504.1	alt-scaffold	330156	chr2_KZ115041v1_alt		ALT_CTG2_1_1
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115042.1	Chromosome		NW_018394505.1	alt-scaffold	116439	chr2_KZ115042v1_alt		ALT_CTG2_1_2
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115043.1	Chromosome		NW_018394506.1	alt-scaffold	503720	chr2_KZ115043v1_alt		ALT_CTG2_1_3
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115044.1	Chromosome		NW_018394507.1	alt-scaffold	401442	chr2_KZ115044v1_alt		ALT_CTG2_1_4
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115045.1	Chromosome		NW_018394508.1	alt-scaffold	294473	chr2_KZ115045v1_alt		ALT_CTG2_1_5
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115046.1	Chromosome		NW_018394509.1	alt-scaffold	269465	chr2_KZ115046v1_alt		ALT_CTG2_1_6
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115047.1	Chromosome		NW_018394510.1	alt-scaffold	341552	chr2_KZ115047v1_alt		ALT_CTG2_1_7
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115048.1	Chromosome		NW_018394511.1	alt-scaffold	270392	chr2_KZ115048v1_alt		ALT_CTG2_1_8
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115049.1	Chromosome		NW_018394512.1	alt-scaffold	364595	chr2_KZ115049v1_alt		ALT_CTG2_1_9
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115050.1	Chromosome		NW_018394513.1	alt-scaffold	383009	chr2_KZ115050v1_alt		ALT_CTG2_1_10
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115051.1	Chromosome		NW_018394514.1	alt-scaffold	301823	chr2_KZ115051v1_alt		ALT_CTG2_1_11
GCF_000002035.6	ALT_DRER_TU_1	2			KZ115052.1	Chromosome		NW_018394515.1	alt-scaffold	398689	chr2_KZ115052v1_alt		ALT_CTG2_1_12
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115053.1	Chromosome		NW_018394516.1	alt-scaffold	167415	chr3_KZ115053v1_alt		ALT_CTG3_1_1
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115054.1	Chromosome		NW_018394517.1	alt-scaffold	332220	chr3_KZ115054v1_alt		ALT_CTG3_1_2
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115055.1	Chromosome		NW_018394518.1	alt-scaffold	172568	chr3_KZ115055v1_alt		ALT_CTG3_1_3
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115056.1	Chromosome		NW_018394519.1	alt-scaffold	183873	chr3_KZ115056v1_alt		ALT_CTG3_1_4
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115057.1	Chromosome		NW_018394520.1	alt-scaffold	290930	chr3_KZ115057v1_alt		ALT_CTG3_1_5
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115058.1	Chromosome		NW_018394521.1	alt-scaffold	269398	chr3_KZ115058v1_alt		ALT_CTG3_1_6
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115059.1	Chromosome		NW_018394522.1	alt-scaffold	191218	chr3_KZ115059v1_alt		ALT_CTG3_1_7
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115060.1	Chromosome		NW_018394523.1	alt-scaffold	271010	chr3_KZ115060v1_alt		ALT_CTG3_1_8
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115061.1	Chromosome		NW_018394524.1	alt-scaffold	317307	chr3_KZ115061v1_alt		ALT_CTG3_1_9
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115062.1	Chromosome		NW_018394525.1	alt-scaffold	343318	chr3_KZ115062v1_alt		ALT_CTG3_1_10
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115063.1	Chromosome		NW_018394526.1	alt-scaffold	199941	chr3_KZ115063v1_alt		ALT_CTG3_1_11
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115064.1	Chromosome		NW_018394527.1	alt-scaffold	493295	chr3_KZ115064v1_alt		ALT_CTG3_1_12
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115065.1	Chromosome		NW_018394528.1	alt-scaffold	101873	chr3_KZ115065v1_alt		ALT_CTG3_1_13
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115066.1	Chromosome		NW_018394529.1	alt-scaffold	346617	chr3_KZ115066v1_alt		ALT_CTG3_1_14
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115067.1	Chromosome		NW_018394530.1	alt-scaffold	405304	chr3_KZ115067v1_alt		ALT_CTG3_1_15
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115068.1	Chromosome		NW_018394531.1	alt-scaffold	374483	chr3_KZ115068v1_alt		ALT_CTG3_1_16
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115069.1	Chromosome		NW_018394532.1	alt-scaffold	427271	chr3_KZ115069v1_alt		ALT_CTG3_1_17
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115070.1	Chromosome		NW_018394533.1	alt-scaffold	516292	chr3_KZ115070v1_alt		ALT_CTG3_1_18
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115071.1	Chromosome		NW_018394534.1	alt-scaffold	257006	chr3_KZ115071v1_alt		ALT_CTG3_1_19
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115072.1	Chromosome		NW_018394535.1	alt-scaffold	357266	chr3_KZ115072v1_alt		ALT_CTG3_1_20
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115073.1	Chromosome		NW_018394536.1	alt-scaffold	332971	chr3_KZ115073v1_alt		ALT_CTG3_1_21
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115074.1	Chromosome		NW_018394537.1	alt-scaffold	256795	chr3_KZ115074v1_alt		ALT_CTG3_1_22
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115075.1	Chromosome		NW_018394538.1	alt-scaffold	265738	chr3_KZ115075v1_alt		ALT_CTG3_1_23
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115076.1	Chromosome		NW_018394539.1	alt-scaffold	476433	chr3_KZ115076v1_alt		ALT_CTG3_1_24
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115077.1	Chromosome		NW_018394540.1	alt-scaffold	269290	chr3_KZ115077v1_alt		ALT_CTG3_1_25
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115078.1	Chromosome		NW_018394541.1	alt-scaffold	269670	chr3_KZ115078v1_alt		ALT_CTG3_1_26
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115079.1	Chromosome		NW_018394542.1	alt-scaffold	347777	chr3_KZ115079v1_alt		ALT_CTG3_1_27
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115080.1	Chromosome		NW_018394543.1	alt-scaffold	258123	chr3_KZ115080v1_alt		ALT_CTG3_1_28
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115081.1	Chromosome		NW_018394544.1	alt-scaffold	227105	chr3_KZ115081v1_alt		ALT_CTG3_1_29
