Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017924.1	Chromosome			unplaced-scaffold	3041			contig17924
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017925.1	Chromosome			unplaced-scaffold	3041			contig17925
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017926.1	Chromosome			unplaced-scaffold	3040			contig17926
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017927.1	Chromosome			unplaced-scaffold	3040			contig17927
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017928.1	Chromosome			unplaced-scaffold	3040			contig17928
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017929.1	Chromosome			unplaced-scaffold	3040			contig17929
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017930.1	Chromosome			unplaced-scaffold	3040			contig17930
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017931.1	Chromosome			unplaced-scaffold	3040			contig17931
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017932.1	Chromosome			unplaced-scaffold	3039			contig17932
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017933.1	Chromosome			unplaced-scaffold	3039			contig17933
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017934.1	Chromosome			unplaced-scaffold	3039			contig17934
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017935.1	Chromosome			unplaced-scaffold	3039			contig17935
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017936.1	Chromosome			unplaced-scaffold	3039			contig17936
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017937.1	Chromosome			unplaced-scaffold	3038			contig17937
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017938.1	Chromosome			unplaced-scaffold	3038			contig17938
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017939.1	Chromosome			unplaced-scaffold	3038			contig17939
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017940.1	Chromosome			unplaced-scaffold	3038			contig17940
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017941.1	Chromosome			unplaced-scaffold	3038			contig17941
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017942.1	Chromosome			unplaced-scaffold	3037			contig17942
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017943.1	Chromosome			unplaced-scaffold	3037			contig17943
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017944.1	Chromosome			unplaced-scaffold	3037			contig17944
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017945.1	Chromosome			unplaced-scaffold	3037			contig17945
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017946.1	Chromosome			unplaced-scaffold	3037			contig17946
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017947.1	Chromosome			unplaced-scaffold	3036			contig17947
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017948.1	Chromosome			unplaced-scaffold	3036			contig17948
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017949.1	Chromosome			unplaced-scaffold	3036			contig17949
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017950.1	Chromosome			unplaced-scaffold	3036			contig17950
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017951.1	Chromosome			unplaced-scaffold	3036			contig17951
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017952.1	Chromosome			unplaced-scaffold	3036			contig17952
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017953.1	Chromosome			unplaced-scaffold	3036			contig17953
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017954.1	Chromosome			unplaced-scaffold	3036			contig17954
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017955.1	Chromosome			unplaced-scaffold	3035			contig17955
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017956.1	Chromosome			unplaced-scaffold	3035			contig17956
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017957.1	Chromosome			unplaced-scaffold	3035			contig17957
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017958.1	Chromosome			unplaced-scaffold	3034			contig17958
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017959.1	Chromosome			unplaced-scaffold	3034			contig17959
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017960.1	Chromosome			unplaced-scaffold	3034			contig17960
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017961.1	Chromosome			unplaced-scaffold	3034			contig17961
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017962.1	Chromosome			unplaced-scaffold	3034			contig17962
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017963.1	Chromosome			unplaced-scaffold	3034			contig17963
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017964.1	Chromosome			unplaced-scaffold	3033			contig17964
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017965.1	Chromosome			unplaced-scaffold	3033			contig17965
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017966.1	Chromosome			unplaced-scaffold	3033			contig17966
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017967.1	Chromosome			unplaced-scaffold	3033			contig17967
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017968.1	Chromosome			unplaced-scaffold	3033			contig17968
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017969.1	Chromosome			unplaced-scaffold	3032			contig17969
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017970.1	Chromosome			unplaced-scaffold	3032			contig17970
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017971.1	Chromosome			unplaced-scaffold	3032			contig17971
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017972.1	Chromosome			unplaced-scaffold	3032			contig17972
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017973.1	Chromosome			unplaced-scaffold	3032			contig17973
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017974.1	Chromosome			unplaced-scaffold	3031			contig17974
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017975.1	Chromosome			unplaced-scaffold	3031			contig17975
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017976.1	Chromosome			unplaced-scaffold	3031			contig17976
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017977.1	Chromosome			unplaced-scaffold	3031			contig17977
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017978.1	Chromosome			unplaced-scaffold	3030			contig17978
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017979.1	Chromosome			unplaced-scaffold	3030			contig17979
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017980.1	Chromosome			unplaced-scaffold	3030			contig17980
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017981.1	Chromosome			unplaced-scaffold	3030			contig17981
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017982.1	Chromosome			unplaced-scaffold	3030			contig17982
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017983.1	Chromosome			unplaced-scaffold	3029			contig17983
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017984.1	Chromosome			unplaced-scaffold	3029			contig17984
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017985.1	Chromosome			unplaced-scaffold	3029			contig17985
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017986.1	Chromosome			unplaced-scaffold	3029			contig17986
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017987.1	Chromosome			unplaced-scaffold	3029			contig17987
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017988.1	Chromosome			unplaced-scaffold	3029			contig17988
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017989.1	Chromosome			unplaced-scaffold	3029			contig17989
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017990.1	Chromosome			unplaced-scaffold	3029			contig17990
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017991.1	Chromosome			unplaced-scaffold	3029			contig17991
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017992.1	Chromosome			unplaced-scaffold	3029			contig17992
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017993.1	Chromosome			unplaced-scaffold	3028			contig17993
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017994.1	Chromosome			unplaced-scaffold	3028			contig17994
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017995.1	Chromosome			unplaced-scaffold	3028			contig17995
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017996.1	Chromosome			unplaced-scaffold	3028			contig17996
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017997.1	Chromosome			unplaced-scaffold	3028			contig17997
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017998.1	Chromosome			unplaced-scaffold	3028			contig17998
GCA_903798175.1	Primary Assembly	Un			CAIGQY010017999.1	Chromosome			unplaced-scaffold	3027			contig17999
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018000.1	Chromosome			unplaced-scaffold	3027			contig18000
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018001.1	Chromosome			unplaced-scaffold	3027			contig18001
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018002.1	Chromosome			unplaced-scaffold	3027			contig18002
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018003.1	Chromosome			unplaced-scaffold	3027			contig18003
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018004.1	Chromosome			unplaced-scaffold	3027			contig18004
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018005.1	Chromosome			unplaced-scaffold	3027			contig18005
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018006.1	Chromosome			unplaced-scaffold	3027			contig18006
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018007.1	Chromosome			unplaced-scaffold	3027			contig18007
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018008.1	Chromosome			unplaced-scaffold	3026			contig18008
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018009.1	Chromosome			unplaced-scaffold	3026			contig18009
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018010.1	Chromosome			unplaced-scaffold	3026			contig18010
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018011.1	Chromosome			unplaced-scaffold	3026			contig18011
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018012.1	Chromosome			unplaced-scaffold	3026			contig18012
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018013.1	Chromosome			unplaced-scaffold	3025			contig18013
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018014.1	Chromosome			unplaced-scaffold	3025			contig18014
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018015.1	Chromosome			unplaced-scaffold	3025			contig18015
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018016.1	Chromosome			unplaced-scaffold	3025			contig18016
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018017.1	Chromosome			unplaced-scaffold	3025			contig18017
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018018.1	Chromosome			unplaced-scaffold	3025			contig18018
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018019.1	Chromosome			unplaced-scaffold	3024			contig18019
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018020.1	Chromosome			unplaced-scaffold	3024			contig18020
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018021.1	Chromosome			unplaced-scaffold	3024			contig18021
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018022.1	Chromosome			unplaced-scaffold	3024			contig18022
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018023.1	Chromosome			unplaced-scaffold	3023			contig18023
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018024.1	Chromosome			unplaced-scaffold	3023			contig18024
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018025.1	Chromosome			unplaced-scaffold	3023			contig18025
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018026.1	Chromosome			unplaced-scaffold	3023			contig18026
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018027.1	Chromosome			unplaced-scaffold	3023			contig18027
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018028.1	Chromosome			unplaced-scaffold	3022			contig18028
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018029.1	Chromosome			unplaced-scaffold	3022			contig18029
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018030.1	Chromosome			unplaced-scaffold	3022			contig18030
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018031.1	Chromosome			unplaced-scaffold	3022			contig18031
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018032.1	Chromosome			unplaced-scaffold	3022			contig18032
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018033.1	Chromosome			unplaced-scaffold	3022			contig18033
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018034.1	Chromosome			unplaced-scaffold	3022			contig18034
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018035.1	Chromosome			unplaced-scaffold	3022			contig18035
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018036.1	Chromosome			unplaced-scaffold	3022			contig18036
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018037.1	Chromosome			unplaced-scaffold	3022			contig18037
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018038.1	Chromosome			unplaced-scaffold	3021			contig18038
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018039.1	Chromosome			unplaced-scaffold	3021			contig18039
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018040.1	Chromosome			unplaced-scaffold	3021			contig18040
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018041.1	Chromosome			unplaced-scaffold	3021			contig18041
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018042.1	Chromosome			unplaced-scaffold	3021			contig18042
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018043.1	Chromosome			unplaced-scaffold	3021			contig18043
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018044.1	Chromosome			unplaced-scaffold	3021			contig18044
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018045.1	Chromosome			unplaced-scaffold	3021			contig18045
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018046.1	Chromosome			unplaced-scaffold	3020			contig18046
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018047.1	Chromosome			unplaced-scaffold	3020			contig18047
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018048.1	Chromosome			unplaced-scaffold	3020			contig18048
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018049.1	Chromosome			unplaced-scaffold	3020			contig18049
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018050.1	Chromosome			unplaced-scaffold	3020			contig18050
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018051.1	Chromosome			unplaced-scaffold	3019			contig18051
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018052.1	Chromosome			unplaced-scaffold	3018			contig18052
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018053.1	Chromosome			unplaced-scaffold	3017			contig18053
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018054.1	Chromosome			unplaced-scaffold	3017			contig18054
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018055.1	Chromosome			unplaced-scaffold	3017			contig18055
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018056.1	Chromosome			unplaced-scaffold	3017			contig18056
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018057.1	Chromosome			unplaced-scaffold	3017			contig18057
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018058.1	Chromosome			unplaced-scaffold	3017			contig18058
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018059.1	Chromosome			unplaced-scaffold	3017			contig18059
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018060.1	Chromosome			unplaced-scaffold	3017			contig18060
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018061.1	Chromosome			unplaced-scaffold	3017			contig18061
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018062.1	Chromosome			unplaced-scaffold	3016			contig18062
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018063.1	Chromosome			unplaced-scaffold	3016			contig18063
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018064.1	Chromosome			unplaced-scaffold	3016			contig18064
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018065.1	Chromosome			unplaced-scaffold	3016			contig18065
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018066.1	Chromosome			unplaced-scaffold	3016			contig18066
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018067.1	Chromosome			unplaced-scaffold	3016			contig18067
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018068.1	Chromosome			unplaced-scaffold	3016			contig18068
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018069.1	Chromosome			unplaced-scaffold	3016			contig18069
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018070.1	Chromosome			unplaced-scaffold	3016			contig18070
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018071.1	Chromosome			unplaced-scaffold	3015			contig18071
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018072.1	Chromosome			unplaced-scaffold	3015			contig18072
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018073.1	Chromosome			unplaced-scaffold	3015			contig18073
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018074.1	Chromosome			unplaced-scaffold	3015			contig18074
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018075.1	Chromosome			unplaced-scaffold	3015			contig18075
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018076.1	Chromosome			unplaced-scaffold	3015			contig18076
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018077.1	Chromosome			unplaced-scaffold	3015			contig18077
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018078.1	Chromosome			unplaced-scaffold	3014			contig18078
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018079.1	Chromosome			unplaced-scaffold	3014			contig18079
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018080.1	Chromosome			unplaced-scaffold	3013			contig18080
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018081.1	Chromosome			unplaced-scaffold	3013			contig18081
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018082.1	Chromosome			unplaced-scaffold	3013			contig18082
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018083.1	Chromosome			unplaced-scaffold	3013			contig18083
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018084.1	Chromosome			unplaced-scaffold	3013			contig18084
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018085.1	Chromosome			unplaced-scaffold	3013			contig18085
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018086.1	Chromosome			unplaced-scaffold	3012			contig18086
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018087.1	Chromosome			unplaced-scaffold	3012			contig18087
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018088.1	Chromosome			unplaced-scaffold	3012			contig18088
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018089.1	Chromosome			unplaced-scaffold	3012			contig18089
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018090.1	Chromosome			unplaced-scaffold	3012			contig18090
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018091.1	Chromosome			unplaced-scaffold	3012			contig18091
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018092.1	Chromosome			unplaced-scaffold	3011			contig18092
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018093.1	Chromosome			unplaced-scaffold	3011			contig18093
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018094.1	Chromosome			unplaced-scaffold	3011			contig18094
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018095.1	Chromosome			unplaced-scaffold	3011			contig18095
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018096.1	Chromosome			unplaced-scaffold	3011			contig18096
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018097.1	Chromosome			unplaced-scaffold	3010			contig18097
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018098.1	Chromosome			unplaced-scaffold	3010			contig18098
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018099.1	Chromosome			unplaced-scaffold	3010			contig18099
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018100.1	Chromosome			unplaced-scaffold	3010			contig18100
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018101.1	Chromosome			unplaced-scaffold	3010			contig18101
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018102.1	Chromosome			unplaced-scaffold	3009			contig18102
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018103.1	Chromosome			unplaced-scaffold	3009			contig18103
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018104.1	Chromosome			unplaced-scaffold	3009			contig18104
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018105.1	Chromosome			unplaced-scaffold	3009			contig18105
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018106.1	Chromosome			unplaced-scaffold	3009			contig18106
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018107.1	Chromosome			unplaced-scaffold	3008			contig18107
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018108.1	Chromosome			unplaced-scaffold	3008			contig18108
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018109.1	Chromosome			unplaced-scaffold	3008			contig18109
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018110.1	Chromosome			unplaced-scaffold	3008			contig18110
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018111.1	Chromosome			unplaced-scaffold	3007			contig18111
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018112.1	Chromosome			unplaced-scaffold	3007			contig18112
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018113.1	Chromosome			unplaced-scaffold	3006			contig18113
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018114.1	Chromosome			unplaced-scaffold	3006			contig18114
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018115.1	Chromosome			unplaced-scaffold	3005			contig18115
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018116.1	Chromosome			unplaced-scaffold	3005			contig18116
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018117.1	Chromosome			unplaced-scaffold	3005			contig18117
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018118.1	Chromosome			unplaced-scaffold	3005			contig18118
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018119.1	Chromosome			unplaced-scaffold	3005			contig18119
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018120.1	Chromosome			unplaced-scaffold	3004			contig18120
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018121.1	Chromosome			unplaced-scaffold	3004			contig18121
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018122.1	Chromosome			unplaced-scaffold	3004			contig18122
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018123.1	Chromosome			unplaced-scaffold	3004			contig18123
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018124.1	Chromosome			unplaced-scaffold	3004			contig18124
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018125.1	Chromosome			unplaced-scaffold	3004			contig18125
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018126.1	Chromosome			unplaced-scaffold	3004			contig18126
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018127.1	Chromosome			unplaced-scaffold	3004			contig18127
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018128.1	Chromosome			unplaced-scaffold	3003			contig18128
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018129.1	Chromosome			unplaced-scaffold	3003			contig18129
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018130.1	Chromosome			unplaced-scaffold	3003			contig18130
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018131.1	Chromosome			unplaced-scaffold	3003			contig18131
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018132.1	Chromosome			unplaced-scaffold	3002			contig18132
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018133.1	Chromosome			unplaced-scaffold	3001			contig18133
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018134.1	Chromosome			unplaced-scaffold	3000			contig18134
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018135.1	Chromosome			unplaced-scaffold	3000			contig18135
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018136.1	Chromosome			unplaced-scaffold	3000			contig18136
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018137.1	Chromosome			unplaced-scaffold	3000			contig18137
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018138.1	Chromosome			unplaced-scaffold	3000			contig18138
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018139.1	Chromosome			unplaced-scaffold	2999			contig18139
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018140.1	Chromosome			unplaced-scaffold	2999			contig18140
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018141.1	Chromosome			unplaced-scaffold	2999			contig18141
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018142.1	Chromosome			unplaced-scaffold	2999			contig18142
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018143.1	Chromosome			unplaced-scaffold	2999			contig18143
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018144.1	Chromosome			unplaced-scaffold	2998			contig18144
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018145.1	Chromosome			unplaced-scaffold	2997			contig18145
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018146.1	Chromosome			unplaced-scaffold	2997			contig18146
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018147.1	Chromosome			unplaced-scaffold	2997			contig18147
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018148.1	Chromosome			unplaced-scaffold	2997			contig18148
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018149.1	Chromosome			unplaced-scaffold	2997			contig18149
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018150.1	Chromosome			unplaced-scaffold	2997			contig18150
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018151.1	Chromosome			unplaced-scaffold	2997			contig18151
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018152.1	Chromosome			unplaced-scaffold	2997			contig18152
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018153.1	Chromosome			unplaced-scaffold	2996			contig18153
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018154.1	Chromosome			unplaced-scaffold	2996			contig18154
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018155.1	Chromosome			unplaced-scaffold	2996			contig18155
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018156.1	Chromosome			unplaced-scaffold	2995			contig18156
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018157.1	Chromosome			unplaced-scaffold	2995			contig18157
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018158.1	Chromosome			unplaced-scaffold	2995			contig18158
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018159.1	Chromosome			unplaced-scaffold	2995			contig18159
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018160.1	Chromosome			unplaced-scaffold	2995			contig18160
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018161.1	Chromosome			unplaced-scaffold	2995			contig18161
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018162.1	Chromosome			unplaced-scaffold	2995			contig18162
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018163.1	Chromosome			unplaced-scaffold	2995			contig18163
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018164.1	Chromosome			unplaced-scaffold	2994			contig18164
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018165.1	Chromosome			unplaced-scaffold	2994			contig18165
GCA_903798175.1	Primary Assembly	Un			CAIGQY010018166.1	Chromosome			unplaced-scaffold	2994			contig18166
