piRNA_Name,Transposable_Element,Start_Position,Mapping_Quality,Match_Count,Insertion_Count,Deletion_Count,Alignment_Identity,Orientation
Drer_770397,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1237,37,28,0,0,1.0,Reverse
Drer_811751,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1237,37,22,0,0,1.0,Reverse
Drer_1625971,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1237,37,26,0,0,1.0,Reverse
Drer_1718282,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1237,37,25,0,0,1.0,Reverse
Drer_241032,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1238,37,16,0,0,1.0,Reverse
Drer_662141,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1238,37,18,0,0,1.0,Reverse
Drer_770396,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1238,37,27,0,0,1.0,Reverse
Drer_1625970,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1238,37,25,0,0,1.0,Reverse
Drer_1718281,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1238,37,24,0,0,1.0,Reverse
Drer_662140,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1239,37,17,0,0,1.0,Reverse
Drer_770395,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1239,37,26,0,0,1.0,Reverse
Drer_1625969,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1239,37,24,0,0,1.0,Reverse
Drer_1718280,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1239,37,23,0,0,1.0,Reverse
Drer_269530,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1240,37,26,0,0,1.0,Reverse
Drer_770394,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1240,37,25,0,0,1.0,Reverse
Drer_1625968,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1240,37,23,0,0,1.0,Reverse
Drer_1718279,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1240,37,22,0,0,1.0,Reverse
Drer_770393,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1241,37,24,0,0,1.0,Reverse
Drer_811750,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1241,37,18,0,0,1.0,Reverse
Drer_1625967,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1241,37,22,0,0,1.0,Reverse
Drer_770392,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1242,37,23,0,0,1.0,Reverse
Drer_789883,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1242,37,29,0,0,1.0,Reverse
Drer_1625966,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1242,37,21,0,0,1.0,Reverse
Drer_274489,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1243,37,29,0,0,1.0,Reverse
Drer_770391,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1243,37,22,0,0,1.0,Reverse
Drer_789882,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1243,37,28,0,0,1.0,Reverse
Drer_1625965,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1243,37,20,0,0,1.0,Reverse
Drer_1675501,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1243,37,31,0,0,1.0,Reverse
Drer_274488,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1244,37,28,0,0,1.0,Reverse
Drer_770390,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1244,37,21,0,0,1.0,Reverse
Drer_789881,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1244,37,27,0,0,1.0,Reverse
Drer_1625964,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1244,37,19,0,0,1.0,Reverse
Drer_1675500,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1244,37,30,0,0,1.0,Reverse
Drer_274487,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1246,37,26,0,0,1.0,Reverse
Drer_1618118,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1246,37,29,0,0,1.0,Reverse
Drer_1675499,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1246,37,28,0,0,1.0,Reverse
Drer_1675498,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1247,37,27,0,0,1.0,Reverse
Drer_269382,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1248,37,30,0,0,1.0,Reverse
Drer_1618117,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1248,37,27,0,0,1.0,Reverse
Drer_1675497,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1250,37,24,0,0,1.0,Reverse
Drer_269381,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1252,37,26,0,0,1.0,Reverse
Drer_665592,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1253,37,27,0,0,1.0,Reverse
Drer_1418665,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1255,37,35,0,0,1.0,Reverse
Drer_770030,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1257,37,20,0,0,1.0,Reverse
Drer_811831,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1258,37,25,0,0,1.0,Reverse
Drer_811830,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1259,37,24,0,0,1.0,Reverse
Drer_789903,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1260,37,29,0,0,1.0,Reverse
Drer_789902,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1261,37,28,0,0,1.0,Reverse
Drer_1418664,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1261,37,29,0,0,1.0,Reverse
Drer_789901,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1262,37,27,0,0,1.0,Reverse
Drer_789900,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1263,37,26,0,0,1.0,Reverse
Drer_789899,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1264,37,25,0,0,1.0,Reverse
Drer_883978,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1264,37,30,0,0,1.0,Reverse
Drer_789898,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1265,37,24,0,0,1.0,Reverse
Drer_883977,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1265,37,29,0,0,1.0,Reverse
Drer_1418663,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1265,37,25,0,0,1.0,Reverse
Drer_491694,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1266,37,30,0,0,1.0,Reverse
Drer_789897,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1266,37,23,0,0,1.0,Reverse
Drer_883976,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1266,37,28,0,0,1.0,Reverse
Drer_1418662,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1266,37,24,0,0,1.0,Reverse
Drer_789896,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1267,37,22,0,0,1.0,Reverse
Drer_883975,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1267,37,27,0,0,1.0,Reverse
Drer_491693,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1268,37,28,0,0,1.0,Reverse
Drer_681287,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1268,37,30,0,0,1.0,Reverse
Drer_883974,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1268,37,26,0,0,1.0,Reverse
Drer_491692,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1269,37,27,0,0,1.0,Reverse
Drer_681286,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1269,37,29,0,0,1.0,Reverse
Drer_681290,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1269,37,29,0,0,1.0,Reverse
Drer_883973,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1269,37,25,0,0,1.0,Reverse
Drer_883981,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1269,37,25,0,0,1.0,Reverse
Drer_1461278,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1269,37,26,0,0,1.0,Reverse
Drer_491691,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1270,37,26,0,0,1.0,Reverse
Drer_491696,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1270,37,26,0,0,1.0,Reverse
Drer_681285,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1270,37,28,0,0,1.0,Reverse
Drer_681289,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1270,37,28,0,0,1.0,Reverse
Drer_883972,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1270,37,24,0,0,1.0,Reverse
Drer_883980,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1270,37,24,0,0,1.0,Reverse
Drer_1461275,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1270,37,25,0,0,1.0,Reverse
Drer_1461277,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1270,37,25,0,0,1.0,Reverse
Drer_491690,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1271,37,25,0,0,1.0,Reverse
Drer_491695,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1271,37,25,0,0,1.0,Reverse
Drer_681284,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1271,37,27,0,0,1.0,Reverse
Drer_681288,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1271,37,27,0,0,1.0,Reverse
Drer_883971,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1271,37,23,0,0,1.0,Reverse
Drer_883979,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1271,37,23,0,0,1.0,Reverse
Drer_1461274,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1271,37,24,0,0,1.0,Reverse
Drer_1461276,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1271,37,24,0,0,1.0,Reverse
Drer_1838977,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1271,37,30,0,0,1.0,Reverse
Drer_681283,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1272,37,26,0,0,1.0,Reverse
Drer_883970,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1272,37,22,0,0,1.0,Reverse
Drer_1461273,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1272,37,23,0,0,1.0,Reverse
Drer_1838976,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1272,37,29,0,0,1.0,Reverse
Drer_491689,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1273,37,23,0,0,1.0,Reverse
Drer_681282,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1273,37,25,0,0,1.0,Reverse
Drer_883969,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1273,37,21,0,0,1.0,Reverse
Drer_1418661,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1273,37,17,0,0,1.0,Reverse
Drer_1838975,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1273,37,28,0,0,1.0,Reverse
Drer_681281,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1274,37,24,0,0,1.0,Reverse
Drer_883985,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1274,37,20,0,0,1.0,Reverse
Drer_1461272,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1274,37,21,0,0,1.0,Reverse
Drer_883968,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1275,37,19,0,0,1.0,Reverse
Drer_681280,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1276,37,22,0,0,1.0,Reverse
Drer_681279,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1277,37,21,0,0,1.0,Reverse
Drer_827261,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1279,37,28,0,0,1.0,Reverse
Drer_1436249,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1279,37,29,0,0,1.0,Reverse
Drer_827260,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1280,37,27,0,0,1.0,Reverse
Drer_1436248,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1280,37,28,0,0,1.0,Reverse
Drer_681278,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1281,37,17,0,0,1.0,Reverse
Drer_1436250,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1281,37,27,0,0,1.0,Reverse
Drer_757138,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1282,37,28,0,0,1.0,Reverse
Drer_827259,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1282,37,25,0,0,1.0,Reverse
Drer_1436247,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1282,37,26,0,0,1.0,Reverse
Drer_1436246,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1283,37,25,0,0,1.0,Reverse
Drer_757137,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1284,37,26,0,0,1.0,Reverse
Drer_757139,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1284,37,26,0,0,1.0,Reverse
Drer_1436245,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1284,37,24,0,0,1.0,Reverse
Drer_757136,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1285,37,25,0,0,1.0,Reverse
Drer_1436244,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1285,37,23,0,0,1.0,Reverse
Drer_757135,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1286,37,24,0,0,1.0,Reverse
Drer_827258,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1286,37,21,0,0,1.0,Reverse
Drer_850154,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1286,37,30,0,0,1.0,Reverse
Drer_1436243,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1286,37,22,0,0,1.0,Reverse
Drer_757134,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1287,37,23,0,0,1.0,Reverse
Drer_850153,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1287,37,29,0,0,1.0,Reverse
Drer_757133,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1288,37,22,0,0,1.0,Reverse
Drer_850152,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1288,37,28,0,0,1.0,Reverse
Drer_1436242,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1288,37,20,0,0,1.0,Reverse
Drer_1446126,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1288,37,29,0,0,1.0,Reverse
Drer_757132,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1289,37,21,0,0,1.0,Reverse
Drer_850151,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1289,37,27,0,0,1.0,Reverse
Drer_1446125,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1289,37,28,0,0,1.0,Reverse
Drer_1703579,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1289,37,31,0,0,1.0,Reverse
Drer_850150,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1290,37,26,0,0,1.0,Reverse
Drer_1446124,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1290,37,27,0,0,1.0,Reverse
Drer_850149,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1291,37,25,0,0,1.0,Reverse
Drer_1446123,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1291,37,26,0,0,1.0,Reverse
Drer_1703578,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1291,37,29,0,0,1.0,Reverse
Drer_850148,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1292,37,24,0,0,1.0,Reverse
Drer_1436241,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1292,37,16,0,0,1.0,Reverse
Drer_1446122,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1292,37,25,0,0,1.0,Reverse
Drer_1577855,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1292,37,26,0,0,1.0,Reverse
Drer_1703577,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1292,37,28,0,0,1.0,Reverse
Drer_1804078,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1292,37,30,0,0,1.0,Reverse
Drer_757131,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1293,37,17,0,0,1.0,Reverse
Drer_850147,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1293,37,23,0,0,1.0,Reverse
Drer_1446121,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1293,37,24,0,0,1.0,Reverse
Drer_1577854,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1293,37,25,0,0,1.0,Reverse
Drer_1703576,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1293,37,27,0,0,1.0,Reverse
Drer_1804077,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1293,37,29,0,0,1.0,Reverse
Drer_757130,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1294,37,16,0,0,1.0,Reverse
Drer_850146,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1294,37,22,0,0,1.0,Reverse
Drer_1446120,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1294,37,23,0,0,1.0,Reverse
Drer_1577853,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1294,37,24,0,0,1.0,Reverse
Drer_1643812,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1294,37,29,0,0,1.0,Reverse
Drer_1703575,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1294,37,26,0,0,1.0,Reverse
Drer_1799293,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1294,37,31,0,0,1.0,Reverse
Drer_1804076,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1294,37,28,0,0,1.0,Reverse
Drer_1643811,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1295,37,28,0,0,1.0,Reverse
Drer_1703574,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1295,37,25,0,0,1.0,Reverse
Drer_1804075,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1295,37,27,0,0,1.0,Reverse
Drer_1703573,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1296,37,24,0,0,1.0,Reverse
Drer_1804074,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1296,37,26,0,0,1.0,Reverse
Drer_1446119,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1297,37,20,0,0,1.0,Reverse
Drer_1703572,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1297,37,23,0,0,1.0,Reverse
Drer_1799292,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1297,37,28,0,0,1.0,Reverse
Drer_1804073,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1297,37,25,0,0,1.0,Reverse
Drer_1643810,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1298,37,25,0,0,1.0,Reverse
Drer_1645028,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1298,37,30,0,0,1.0,Reverse
Drer_1799291,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1298,37,27,0,0,1.0,Reverse
Drer_1804072,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1298,37,24,0,0,1.0,Reverse
Drer_1643809,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1299,37,24,0,0,1.0,Reverse
Drer_1804071,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1299,37,23,0,0,1.0,Reverse
Drer_1812222,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1299,37,28,0,0,1.0,Reverse
Drer_1645027,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1300,37,28,0,0,1.0,Reverse
Drer_1804070,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1300,37,22,0,0,1.0,Reverse
Drer_1645026,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1301,37,27,0,0,1.0,Reverse
Drer_1799290,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1301,37,24,0,0,1.0,Reverse
Drer_1812221,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1301,37,26,0,0,1.0,Reverse
Drer_1645025,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1302,37,26,0,0,1.0,Reverse
Drer_574750,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1303,37,29,0,0,1.0,Reverse
Drer_574749,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1304,37,28,0,0,1.0,Reverse
Drer_1722458,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1304,37,27,0,0,1.0,Reverse
Drer_574748,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1306,37,26,0,0,1.0,Reverse
Drer_574747,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1307,37,25,0,0,1.0,Reverse
Drer_1645024,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1308,37,20,0,0,1.0,Reverse
Drer_850103,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1310,37,28,0,0,1.0,Reverse
Drer_1645023,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1310,37,18,0,0,1.0,Reverse
Drer_850102,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1311,37,27,0,0,1.0,Reverse
Drer_1397976,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1311,37,30,0,0,1.0,Reverse
Drer_850101,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1312,37,26,0,0,1.0,Reverse
Drer_850100,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1313,37,25,0,0,1.0,Reverse
Drer_1570444,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1313,37,29,0,0,1.0,Reverse
Drer_850099,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1314,37,24,0,0,1.0,Reverse
Drer_1397975,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1314,37,27,0,0,1.0,Reverse
Drer_1570443,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1314,37,28,0,0,1.0,Reverse
Drer_850098,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1315,37,23,0,0,1.0,Reverse
Drer_1397974,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1315,37,26,0,0,1.0,Reverse
Drer_1570442,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1315,37,27,0,0,1.0,Reverse
Drer_850097,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1316,37,22,0,0,1.0,Reverse
Drer_1397973,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1316,37,25,0,0,1.0,Reverse
Drer_1435317,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1316,37,30,0,0,1.0,Reverse
Drer_1570441,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1316,37,26,0,0,1.0,Reverse
Drer_850096,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1317,37,21,0,0,1.0,Reverse
Drer_1397972,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1317,37,24,0,0,1.0,Reverse
Drer_1435316,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1317,37,29,0,0,1.0,Reverse
Drer_1570440,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1317,37,25,0,0,1.0,Reverse
Drer_850095,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1318,37,20,0,0,1.0,Reverse
Drer_1435315,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1318,37,28,0,0,1.0,Reverse
Drer_1570439,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1318,37,24,0,0,1.0,Reverse
Drer_826243,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1319,37,26,0,0,1.0,Reverse
Drer_1435314,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1319,37,27,0,0,1.0,Reverse
Drer_1435313,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1320,37,26,0,0,1.0,Reverse
Drer_850094,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1321,37,17,0,0,1.0,Reverse
Drer_1435312,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1321,37,25,0,0,1.0,Reverse
Drer_1850288,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1321,37,28,0,0,1.0,Reverse
Drer_1435311,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1322,37,24,0,0,1.0,Reverse
Drer_1435310,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1323,37,23,0,0,1.0,Reverse
Drer_715964,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1324,37,16,0,0,1.0,Reverse
Drer_839507,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1324,37,31,0,0,1.0,Reverse
Drer_1397971,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1325,37,16,0,0,1.0,Reverse
Drer_839506,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1326,37,29,0,0,1.0,Reverse
Drer_839505,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1328,37,27,0,0,1.0,Reverse
Drer_839504,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1329,37,26,0,0,1.0,Reverse
Drer_839503,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1330,37,25,0,0,1.0,Reverse
Drer_1089852,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1331,37,28,0,0,1.0,Reverse
Drer_1296613,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1331,37,30,0,0,1.0,Reverse
Drer_385543,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1332,37,28,0,0,1.0,Reverse
Drer_1296612,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1332,37,29,0,0,1.0,Reverse
Drer_839502,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1333,37,22,0,0,1.0,Reverse
Drer_1296611,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1333,37,28,0,0,1.0,Reverse
Drer_1089851,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1335,37,24,0,0,1.0,Reverse
Drer_1296610,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1335,37,26,0,0,1.0,Reverse
Drer_823436,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1336,37,28,0,0,1.0,Reverse
Drer_823435,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1337,37,27,0,0,1.0,Reverse
Drer_1296609,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1337,37,24,0,0,1.0,Reverse
Drer_823434,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1338,37,26,0,0,1.0,Reverse
Drer_823433,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1339,37,25,0,0,1.0,Reverse
Drer_823432,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1341,37,23,0,0,1.0,Reverse
Drer_823431,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1343,37,21,0,0,1.0,Reverse
Drer_1688436,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1344,37,28,0,0,1.0,Reverse
Drer_1688435,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1345,37,27,0,0,1.0,Reverse
Drer_563701,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1346,37,27,0,0,1.0,Reverse
Drer_916900,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1346,37,30,0,0,1.0,Reverse
Drer_330274,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1347,37,30,0,0,1.0,Reverse
Drer_563700,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1347,37,26,0,0,1.0,Reverse
Drer_916899,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1347,37,29,0,0,1.0,Reverse
Drer_190075,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1348,37,26,0,0,1.0,Reverse
Drer_330273,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1348,37,29,0,0,1.0,Reverse
Drer_916898,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1348,37,28,0,0,1.0,Reverse
Drer_1688434,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1348,37,24,0,0,1.0,Reverse
Drer_190074,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1349,37,25,0,0,1.0,Reverse
